Date,Temperature
2025-01-05,27.55212920835238
2025-01-12,27.559044177682246
2025-01-19,27.131428197945954
2025-01-26,27.400793824091235
2025-02-02,27.33715599747102
2025-02-09,27.14272112240079
2025-02-16,27.55414652563607
2025-02-23,27.826601033057955
2025-03-02,27.561450775713475
2025-03-09,26.722631952224
2025-03-16,27.326260027671903
2025-03-23,26.832928107882385
2025-03-30,26.610791732067042
2025-04-06,26.720609760802528
2025-04-13,26.97560864152373
2025-04-20,28.155143004698687
2025-04-27,27.25689742940016
2025-05-04,27.343504467946705
2025-05-11,27.112009443801362
2025-05-18,27.611492398155463
2025-05-25,26.552608547131946
2025-06-01,27.228025989604966
2025-06-08,27.462729401583097
2025-06-15,27.67141349764728
2025-06-22,26.939670494213832
2025-06-29,27.62661573955091
2025-07-06,27.928907991344918
2025-07-13,27.150173090272354
2025-07-20,26.870646462046402
2025-07-27,27.63896353747081
2025-08-03,26.140883685397657
2025-08-10,27.260727481401585
2025-08-17,27.294020302523073
2025-08-24,27.15797019018251
2025-08-31,26.730023089975422
2025-09-07,27.687431703477806
2025-09-14,26.907235465475342
2025-09-21,27.512001563312563
2025-09-28,27.437221009593703
2025-10-05,28.544976580049795
2025-10-12,27.496372178317245
2025-10-19,27.74195261929268
2025-10-26,28.140019610888107
2025-11-02,26.848070215956884
2025-11-09,27.293279654447524
2025-11-16,27.477641439962618
2025-11-23,27.58137133941275
2025-11-30,27.435910053733362
2025-12-07,26.701265109871255
2025-12-14,27.833052814353355
2025-12-21,26.896890228721823
2025-12-28,27.514781554807197
2026-01-04,27.699392570839994
2026-01-11,27.372629039113125
2026-01-18,26.936403322491397
2026-01-25,27.40935876172828
2026-02-01,27.4742126272378
2026-02-08,27.322717345661324
2026-02-15,26.943631208715594
2026-02-22,26.598794795289248
2026-03-01,27.576386448950863
2026-03-08,27.48743344706948
2026-03-15,27.326193178911353
2026-03-22,27.58262789599568
2026-03-29,27.56952053849858
2026-04-05,28.216380677040544
2026-04-12,28.029750177935636
2026-04-19,27.429629839962384
2026-04-26,27.899538323069294
2026-05-03,26.92907672082786
2026-05-10,27.117410817584926
2026-05-17,27.596390659203482
2026-05-24,27.690402794149836
2026-05-31,27.969148098150836
2026-06-07,27.03369225303778
2026-06-14,27.87961586947005
2026-06-21,26.87893027936621
2026-06-28,27.28412426355693
2026-07-05,27.33191787254726
2026-07-12,27.418778610545086
2026-07-19,27.693479667325285
2026-07-26,26.821724945577817
2026-08-02,27.640533974668973
2026-08-09,27.57728671313594
2026-08-16,27.502146729591626
2026-08-23,27.383504659216165
2026-08-30,27.07849954296748
2026-09-06,26.559580657968404
2026-09-13,27.535178320053554
2026-09-20,26.93557439192399
2026-09-27,27.937973761228214
2026-10-04,27.39950386567252
2026-10-11,27.693431861810364
2026-10-18,27.561795899335557
2026-10-25,27.519797908333373
2026-11-01,28.56412206679331
2026-11-08,27.75678293846776
2026-11-15,27.956159304684316
2026-11-22,27.644010947963718
2026-11-29,27.45013563083948
2026-12-06,28.148894967060844
2026-12-13,28.20127722254161
2026-12-20,27.297577350035994
2026-12-27,27.538460153810725
2027-01-03,28.118582239862693
2027-01-10,28.268830061977074
2027-01-17,27.18048798044007
2027-01-24,28.318978856669833
2027-01-31,27.420558023313408
2027-02-07,27.540073351134577
2027-02-14,27.32112638100528
2027-02-21,28.032713052517693
2027-02-28,27.02672303955186
2027-03-07,28.314083782630778
2027-03-14,28.09007904416911
2027-03-21,27.35630502473422
2027-03-28,27.773661763003023
2027-04-04,27.327449907016135
2027-04-11,27.856488681352687
2027-04-18,28.03918383379898
2027-04-25,26.701201613117888
2027-05-02,27.028939625491287
2027-05-09,27.565453444725332
2027-05-16,27.50703795241748
2027-05-23,28.34819945708955
2027-05-30,27.740221328613966
2027-06-06,27.76600238466049
2027-06-13,27.568572282975534
2027-06-20,27.605030820977042
2027-06-27,27.11382165480602
2027-07-04,27.496086927748628
2027-07-11,27.44587669445824
2027-07-18,27.349163742068374
2027-07-25,28.411392812882763
2027-08-01,27.726469867194968
2027-08-08,27.60835763281479
2027-08-15,28.054305560081463
2027-08-22,27.49165237444871
2027-08-29,27.742014316228204
2027-09-05,27.726951690206615
2027-09-12,28.16607936111477
2027-09-19,27.404116714540162
2027-09-26,27.899304095318055
2027-10-03,27.358481595154114
2027-10-10,27.464503777474953
2027-10-17,28.048680754552016
2027-10-24,27.443821046669314
2027-10-31,27.650674477403406
2027-11-07,27.68094701977383
2027-11-14,27.70628721854053
2027-11-21,27.667557765822174
2027-11-28,28.203538913755928
2027-12-05,27.708598895835742
2027-12-12,27.656784563704246
2027-12-19,27.988597881047152
2027-12-26,27.3153584122667
2028-01-02,27.89309969764303
2028-01-09,28.2557319252198
2028-01-16,27.734570972190653
2028-01-23,28.11407173666128
2028-01-30,28.79977822843785
2028-02-06,27.15685341652217
2028-02-13,27.364114427866973
2028-02-20,27.761054775371786
2028-02-27,27.627425306435157
2028-03-05,28.237805513749468
2028-03-12,28.08154968176957
2028-03-19,28.02640835454502
2028-03-26,28.80045958389253
2028-04-02,28.447127071987406
2028-04-09,28.18357169025333
2028-04-16,27.872844231147297
2028-04-23,27.373706711233265
2028-04-30,27.220533434248317
2028-05-07,27.86767801782489
2028-05-14,28.039613854150186
2028-05-21,27.505554502507255
2028-05-28,27.573999759579827
2028-06-04,27.787967117541253
2028-06-11,28.465132188840634
2028-06-18,27.789818453763875
2028-06-25,28.300327848234215
2028-07-02,28.466496812490828
2028-07-09,28.035827647556836
2028-07-16,27.80128391164797
2028-07-23,27.094649037127827
2028-07-30,27.565116941749956
2028-08-06,28.110258521091072
2028-08-13,28.530680693742408
2028-08-20,28.149935312838533
2028-08-27,27.482149741163404
2028-09-03,27.571881323479783
2028-09-10,27.782838487873192
2028-09-17,28.30873874365917
2028-09-24,27.29249992365718
2028-10-01,27.67637002648159
2028-10-08,28.040899921678847
2028-10-15,28.21407260050193
2028-10-22,27.701832983491702
2028-10-29,27.9850520172487
2028-11-05,28.027786031374312
2028-11-12,28.813083622213657
2028-11-19,28.44229839561592
2028-11-26,28.128954075845716
2028-12-03,28.412324589460777
2028-12-10,28.205807551611485
2028-12-17,27.376466386817146
2028-12-24,28.04994038894259
2028-12-31,27.703189197275883
2029-01-07,27.528172191729702
2029-01-14,28.005667575817096
2029-01-21,27.97958192113104
2029-01-28,28.2609838488663
2029-02-04,28.0283899464912
2029-02-11,27.40733838108855
2029-02-18,28.091231038164437
2029-02-25,27.878655607067383
2029-03-04,27.691513389354817
2029-03-11,27.890857350042143
2029-03-18,28.67322825255775
2029-03-25,27.260633412072334
2029-04-01,27.6789571895977
2029-04-08,28.41813354076729
2029-04-15,28.249873145521892
2029-04-22,27.793329207116415
2029-04-29,27.69913672269095
2029-05-06,28.105976656110403
2029-05-13,27.78094151840571
2029-05-20,28.79363401466728
2029-05-27,28.341942329361927
2029-06-03,28.34429881433569
2029-06-10,27.643379807355807
2029-06-17,28.5124423901459
2029-06-24,28.09932487949253
2029-07-01,28.123632322589803
2029-07-08,27.266452561372372
2029-07-15,27.96472262400448
2029-07-22,27.644770959140338
2029-07-29,28.26003185525447
2029-08-05,27.8697690985947
2029-08-12,27.809703257027557
2029-08-19,27.33482711215137
2029-08-26,27.70582460976208
2029-09-02,28.61665544252704
2029-09-09,28.380152055369937
2029-09-16,27.893971461929684
2029-09-23,28.206531713261644
2029-09-30,28.602321028009044
2029-10-07,27.776265680545016
2029-10-14,28.66560422388523
2029-10-21,28.733795942003443
2029-10-28,28.414752957683163
2029-11-04,27.85884655187053
2029-11-11,28.447052290164056
2029-11-18,28.027991707378636
2029-11-25,27.90244893716919
2029-12-02,28.612292487506462
2029-12-09,28.79590831206616
2029-12-16,27.354796992742106
2029-12-23,28.49412575930313
2029-12-30,27.82860337786463
2030-01-06,28.409267373535346
2030-01-13,27.958315931809544
2030-01-20,27.898781915051718
2030-01-27,28.69217047309971
2030-02-03,28.769747579176197
2030-02-10,27.630924274175612
2030-02-17,27.51378933487391
2030-02-24,27.365074919742746
2030-03-03,28.02231618936136
2030-03-10,28.315622208714537
2030-03-17,27.7679076560613
2030-03-24,28.955133026604507
2030-03-31,27.270094776321308
2030-04-07,28.598399409632982
2030-04-14,28.976934154912886
2030-04-21,28.907198988500483
2030-04-28,28.155516672565962
2030-05-05,28.37556773223377
2030-05-12,28.436054493239016
2030-05-19,27.97665413970363
2030-05-26,28.28524424495257
2030-06-02,28.9311701117969
2030-06-09,27.838751586991243
2030-06-16,28.588846763036038
2030-06-23,27.879353792627096
2030-06-30,28.39635929004073
2030-07-07,27.31767511618266
2030-07-14,29.228955886678836
2030-07-21,27.921656282882218
